#{"t_start": 1734419833.1969223, "env_id": "CustomLunarLander-v3"}
256.458717,172,2753.955954
-150.368594,209,2755.834742
278.442344,235,2757.919029
-136.049861,298,2760.551033
12.350064,317,2763.337435
231.099842,281,2765.853322
146.258745,506,2770.290466
133.797928,465,2774.403526
100.555762,692,2780.571566
287.507062,265,2782.916607
260.799656,231,2784.972386
150.111287,617,2790.477105
22.247466,233,2792.526369
-325.990613,767,2799.365814
231.573159,414,2803.04163
226.834891,443,2806.980002
-199.197013,477,2811.248566
167.06411,575,2816.34399
255.48697,359,2819.534449
240.095296,373,2822.831126
-43.101346,455,2826.880264
238.632823,438,2830.75785
160.910056,482,2835.022947
221.226786,362,2838.21187
193.39967,439,2842.07914
225.420675,356,2845.232088
-256.779127,313,2847.986493
234.331072,433,2851.835526
-6.301942,193,2853.54326
-73.250261,339,2856.550721
-47.827453,261,2858.850538
225.113758,282,2861.32987
-82.590862,272,2863.70569
203.540419,538,2868.464016
-80.826389,194,2870.200751
245.404949,355,2873.3307
-3.307479,281,2875.825077
122.342499,702,2882.079516
241.162186,389,2885.499017
192.578532,421,2889.239813
207.479434,420,2892.922815
238.302559,259,2895.27472
181.309514,804,2902.401293
230.892465,539,2907.20833
-47.107719,192,2908.923061
11.090956,308,2911.649641
217.29253,497,2916.028273
227.730967,315,2918.819904
18.444021,323,2921.671911
216.201874,451,2925.668633
198.559027,312,2928.482986
-193.236191,190,2930.154196
-36.959557,367,2933.458638
237.12231,371,2936.783846
-101.336854,339,2939.790257
-7.17195,183,2941.411405
-211.522917,239,2943.578206
-11.47362,210,2945.463717
274.724569,326,2948.386681
196.126957,391,2951.802161
-109.057692,250,2954.018618
259.158247,457,2958.095706
265.459869,267,2960.445555
-39.579264,74,2961.101656
222.297015,353,2964.201118
243.414722,538,2968.98004
125.040063,743,2975.551516
250.330717,338,2978.540568
251.114377,480,2982.843507
-87.289481,365,2986.073024
172.59021,279,2988.502326
20.785934,161,2989.946553
184.457433,651,2995.695508
-269.430246,571,3000.738008
-92.524813,343,3003.754458
272.014276,371,3007.05108
260.633246,348,3010.133994
247.892165,388,3013.547961
216.602053,433,3017.341477
276.994397,298,3020.003736
-207.725371,244,3022.163516
220.341214,546,3026.997963
-260.744911,313,3029.762027
-117.731758,226,3031.745498
-26.158874,385,3035.179986
252.374182,275,3037.627344
241.630235,352,3040.757472
179.054461,375,3044.082057
-12.751973,1000,3052.872911
-267.76261,232,3054.912735
201.257948,698,3061.076694
-126.769155,159,3062.479887
-175.54947,125,3063.566051
276.648763,311,3066.327128
-268.65176,484,3070.580466
264.67704,297,3073.186369
141.018705,566,3078.223003
223.088655,409,3081.863266
214.865817,573,3086.912167
255.438665,331,3089.850568
221.143637,282,3092.371717
-227.42602,340,3095.416378
-24.85278,147,3096.719556
-80.070497,450,3100.656177
-127.280466,124,3101.747858
196.237456,544,3106.596071
172.064742,605,3111.974024
-235.411764,393,3115.47567
235.607207,229,3117.501463
110.418513,587,3122.630536
-0.411488,284,3125.216914
-16.285946,319,3128.043877
197.213309,371,3131.361529
263.098255,310,3134.112902
215.380549,365,3137.31641
-89.888783,126,3138.453951
-2.056138,225,3140.445251
272.589817,319,3143.262857
236.932419,257,3145.540684
186.00351,516,3150.123806
205.149453,333,3153.090413
-227.177666,320,3155.921314
-128.756881,144,3157.222995
294.527459,235,3159.312787
51.543737,1000,3168.208033
-60.047558,183,3169.843264
269.158741,295,3172.415602
135.5849,1000,3181.374758
279.963088,221,3183.337039
253.904439,402,3186.871134
-45.248434,468,3191.076036
-74.290907,295,3193.706394
258.42272,376,3197.070563
118.445534,550,3201.952785
-261.974467,349,3205.087397
-164.947091,113,3206.105266
-180.346713,200,3207.870592
235.606804,391,3211.362249
-254.777117,478,3215.592873
-36.313676,316,3218.462505
-140.74024,173,3220.01677
274.137615,278,3222.461129
67.149394,130,3223.629466
246.229563,381,3227.02278
255.082243,421,3230.720785
-40.584917,297,3233.374178
197.986806,427,3237.154248
242.982381,289,3239.717492
-60.441284,1000,3248.606874
222.330196,604,3253.925844
247.237349,354,3257.020832
273.929525,284,3259.507199
-19.927081,329,3262.462128
267.957022,228,3264.47111
254.740475,272,3266.87895
198.796214,467,3270.995034
19.76642,218,3272.920826
-146.576151,113,3273.928972
-37.84905,149,3275.283147
205.563605,456,3279.300359
305.81958,202,3281.133117
-60.774573,215,3283.037894
191.4401,395,3286.569266
129.004746,1000,3295.498691
212.516721,627,3301.037173
-136.126267,107,3302.02182
268.257276,642,3307.707454
-53.374772,247,3309.888759
212.655953,834,3317.290247
13.707142,233,3319.350058
86.476823,1000,3328.239547
222.39062,437,3332.076783
197.450383,332,3335.009718
-17.36406,208,3336.845141
136.341943,1000,3345.67703
245.972418,251,3347.927008
-60.421138,266,3350.283331
204.691895,380,3353.679505
268.321346,272,3356.072937
-25.267129,373,3359.357593
235.113189,282,3361.820622
234.357871,266,3364.130722
-51.484873,208,3365.958491
-14.354434,131,3367.129646
289.429301,210,3369.017908
229.7953,427,3372.779409
196.453477,555,3377.688782
243.667805,368,3380.930217
173.798381,529,3385.59487
17.201464,117,3386.62165
-52.001093,210,3388.495428
223.003931,373,3391.796869
-68.280437,156,3393.188049
175.240616,665,3399.030838
225.363373,464,3403.138917
231.524976,406,3406.723927
135.944845,1000,3415.601004
221.96758,394,3419.111025
-65.884041,230,3421.129024
122.517421,575,3426.187749
266.569755,364,3429.440098
-20.371874,201,3431.236878
193.126467,732,3437.755969
238.170775,277,3440.171812
193.073063,428,3443.97978
-50.01859,534,3448.686474
268.063425,404,3452.279454
115.785025,697,3458.417497
229.614716,262,3460.730651
214.078258,239,3462.880474
254.038899,284,3465.395383
-8.479498,268,3467.783882
245.169006,291,3470.372896
-106.461318,274,3472.775137
249.745057,364,3475.992597
42.910785,217,3477.919358
-194.293459,288,3480.463681
-218.99824,287,3482.983067
-171.904328,150,3484.318333
-178.331662,257,3486.562994
-222.813702,295,3489.196833
-89.685692,412,3492.910036
242.941144,357,3496.082471
241.159249,299,3498.728857
221.655144,522,3503.375643
-87.153815,416,3507.035509
-18.862378,253,3509.278322
201.522906,530,3513.994488
246.270897,398,3517.50899
-141.348693,145,3518.806796
210.572047,424,3522.573328
-196.843379,232,3524.652696
216.669587,398,3528.160868
183.030211,428,3532.021973
-9.945944,292,3534.628339
-125.317469,362,3537.855968
212.946649,543,3542.686245
121.560355,791,3549.827493
-106.324831,222,3551.801411
140.874708,545,3558.542135
-215.807671,207,3560.392944
220.985186,359,3563.604546
-209.716242,317,3566.429485
-91.299363,670,3572.4663
-187.410408,321,3575.275698
259.404358,352,3578.395685
222.859106,500,3582.889526
25.243204,1000,3591.794734
-144.721918,573,3596.854496
253.61797,409,3600.50229
-295.24676,362,3603.726748
-247.707823,273,3606.125097
-125.266526,358,3609.325674
246.935965,489,3613.759933
-400.731489,223,3615.75422
190.397762,479,3619.977492
-15.04298,229,3622.009289
28.636897,214,3623.925767
256.243318,307,3626.687142
232.221853,364,3629.917754
227.817021,377,3633.27183
125.363149,949,3641.659727
-90.544891,253,3643.915067
53.803159,221,3645.868863
198.996181,599,3651.19813
-238.649621,420,3654.865813
196.927893,537,3659.648904
-265.475505,777,3666.580454
-46.467562,265,3668.932964
245.886941,358,3672.098997
146.902231,758,3678.819348
157.660568,300,3681.467246
166.880542,395,3684.965208
234.412515,512,3689.471821
-192.750487,275,3691.898488
250.848207,873,3699.656779
224.751741,415,3703.364548
210.592968,535,3708.093441
248.922422,278,3710.518995
-11.243009,203,3712.317229
234.437857,320,3715.156106
299.556329,276,3717.617974
-159.290103,266,3719.964807
-176.99281,246,3722.159583
-71.624956,392,3725.666361
-232.05066,252,3727.878694
200.090331,502,3732.371346
217.764565,398,3735.934039
-220.63723,211,3737.805792
8.299029,303,3740.499761
-151.359709,1000,3749.364086
-18.051267,354,3752.469142
154.136021,549,3757.33881
-173.620528,162,3758.78015
-122.934675,344,3761.826569
-35.50222,186,3763.463801
187.697583,581,3768.632606
153.656743,488,3773.03426
-159.296211,324,3775.907679
254.993817,308,3778.618511
287.394417,316,3781.409027
-8.879505,1000,3790.283651
-186.641576,289,3792.844665
-9.236914,313,3795.645719
24.951656,274,3798.060073
255.303746,292,3800.670115
170.795233,667,3806.557624
201.334553,283,3809.085973
-112.596352,622,3814.631483
287.762509,318,3817.450614
-35.520344,242,3819.580408
182.658432,655,3825.350107
103.606902,1000,3834.33664
262.496571,286,3836.929122
-75.809043,1000,3845.871585
237.863367,431,3849.673847
155.11857,551,3854.600818
70.012868,813,3861.805022
-1.392166,1000,3870.659503
197.787944,476,3874.868632
102.558543,590,3880.143599
-239.681529,338,3883.154709
274.52288,286,3885.671217
39.771549,135,3886.897916
313.639836,208,3888.735683
135.390592,555,3893.666999
-195.310135,171,3895.179349
220.315132,239,3897.285849
200.667715,480,3901.459426
265.198475,326,3904.381335
257.53191,284,3906.927219
-149.125184,210,3908.78848
268.014725,319,3911.622886
248.587134,423,3915.383861
-67.765829,356,3918.55135
-228.899057,216,3920.499143
-13.103292,277,3922.949987
-39.434908,323,3925.836895
200.420053,457,3929.916595
217.616954,336,3932.890198
-26.925315,92,3933.707337
262.701513,414,3937.410407
-12.568671,192,3939.126668
244.575303,342,3942.155256
196.487355,399,3945.703899
249.913114,314,3948.518604
241.131576,330,3951.416494
227.459952,455,3955.427339
-76.905455,208,3957.26473
195.605351,647,3962.977688
184.482014,448,3966.941277
52.483888,1000,3975.867432
-84.299395,288,3978.42893
-247.578024,317,3981.298169
-245.853195,261,3983.585513
-70.858876,258,3985.842355
237.877496,409,3989.442365
206.871967,488,3993.819686
-44.890309,199,3995.603922
-154.155103,225,3997.581198
-203.310373,218,3999.527303
-15.818606,1000,4008.361955
146.174107,1000,4017.186723
180.369083,530,4021.897069
136.845352,797,4029.009568
264.017674,377,4032.338567
220.128347,329,4035.287201
-53.950588,138,4036.511373
278.730552,271,4038.933091
215.681525,367,4042.1811
-49.857045,125,4043.288765
253.945895,227,4045.325082
239.719114,247,4047.494379
262.19575,497,4051.92571
240.968166,286,4054.478087
252.916983,321,4057.359486
184.004105,657,4063.217949
227.226589,414,4066.90454
277.427744,284,4069.416361
234.318672,306,4072.108197
-257.18491,126,4073.196511
-165.257758,138,4074.409713
-0.135834,243,4076.567988
282.561275,205,4078.366245
-131.004077,185,4080.013464
242.668616,193,4081.72123
-68.025962,199,4083.50098
265.704111,243,4085.68774
225.676815,315,4088.499817
73.542347,1000,4097.389696
-11.445167,219,4099.346042
167.658848,437,4103.244576
232.933301,330,4106.153629
170.292694,612,4111.633072
-122.82062,140,4112.897272
-69.895623,242,4115.039068
30.165425,130,4116.166236
222.16944,388,4119.620557
-24.945691,191,4121.268287
245.298084,283,4123.753603
-288.512042,392,4127.260646
172.202952,628,4132.825623
229.368768,540,4137.672005
234.05006,320,4140.496437
-189.248986,194,4142.229673
-183.338809,201,4144.00345
-12.570024,87,4144.760059
-26.166065,213,4146.651824
-57.331451,188,4148.329291
-88.29282,303,4151.070184
-32.815183,283,4153.587024
-149.176395,125,4154.699873
271.825504,255,4156.916187
280.458477,256,4159.141519
137.811221,667,4165.060186
-6.563626,226,4167.057475
-177.998626,156,4168.478867
-109.232316,128,4169.621034
-133.192273,220,4171.556788
84.670758,1000,4180.46023
203.061083,316,4183.287862
-151.733245,176,4184.829306
-6.875898,200,4186.580549
124.818932,665,4192.440389
-182.486745,278,4194.894244
248.95523,358,4198.089413
-29.632058,181,4199.694155
233.76874,374,4203.018137
209.476839,384,4206.369592
250.926697,327,4209.283997
-264.219116,173,4210.802903
-267.562268,639,4216.451953
267.22965,279,4218.903806
-75.632528,175,4220.455379
208.98703,317,4223.23628
188.268472,455,4227.266364
-25.527839,219,4229.18734
207.703017,331,4232.116818
-193.337116,167,4233.610556
243.538795,257,4235.912408
-222.972719,324,4238.781816
236.688046,452,4242.735047
-178.81323,160,4244.153958
-199.814801,358,4247.360882
232.72655,371,4250.633827
255.027432,287,4253.18633
63.924546,109,4254.156967
-213.882504,162,4255.608178
193.369211,613,4261.083254
-23.606589,346,4264.157352
242.384002,320,4266.95122
-116.21558,208,4268.819677
213.596835,687,4274.918947
214.881759,336,4277.923197
-148.906435,361,4281.077204
242.130294,361,4284.256134
-111.447904,1000,4293.141987
215.265875,420,4296.841012
-175.797008,206,4298.68128
257.636133,236,4300.785084
-213.967034,181,4302.392301
207.173276,271,4304.81718
-233.187863,265,4307.145988
237.328671,319,4309.967034
-4.555221,137,4311.186728
214.455478,392,4314.651192
250.737401,324,4317.503263
214.835335,505,4321.948224
-234.262319,160,4323.339411
38.489337,88,4324.141528
37.901092,129,4325.297673
-225.648185,369,4328.564093
-130.976918,197,4330.347378
-63.707232,507,4334.885511
294.634698,325,4337.772866
-274.836491,370,4341.07144
217.708919,283,4343.565785
-222.619223,432,4347.408542
86.157495,587,4352.687991
-276.148293,423,4356.444829
-195.910304,177,4358.008577
227.204968,506,4362.462829
-131.343021,128,4363.611017
-90.106817,270,4366.029374
184.275068,573,4371.057561
265.257144,273,4373.499084
-87.334547,128,4374.628251
-215.957522,292,4377.217616
232.68401,196,4378.943694
46.952588,206,4380.762444
241.613034,360,4383.978894
-41.856569,140,4385.190741
248.687996,443,4389.095315
-248.142543,122,4390.19297
-171.867987,281,4392.686349
-82.309605,171,4394.211585
256.61538,304,4396.883483
243.949233,348,4400.006003
-106.475126,120,4401.092631
8.806843,138,4402.304339
-20.234083,201,4404.098042
-261.826057,342,4407.195001
2.870206,175,4408.778213
-204.540238,459,4412.818461
268.259764,394,4416.326221
213.9087,499,4420.746012
-59.976403,132,4421.932189
-192.316137,225,4423.946455
177.482944,693,4430.170294
-225.256663,179,4431.780708
-91.349018,248,4434.003022
177.207989,444,4437.966609
186.03856,493,4442.309736
-192.364148,251,4444.581869
-163.657655,158,4445.990067
-263.848885,265,4448.36644
-300.584781,145,4449.649216
-290.521652,215,4451.542488
-30.030479,238,4453.640776
-29.813085,227,4455.660717
224.739364,309,4458.44611
278.244337,315,4461.264682
111.31362,1000,4470.14432
-249.187823,169,4471.631402
-78.998314,299,4474.254278
-254.981023,245,4476.43026
-88.547617,412,4480.078776
256.241083,325,4482.981418
32.277859,121,4484.04206
218.284845,400,4487.612904
250.590515,360,4490.802
229.539076,309,4493.503855
-56.87304,220,4495.478632
-215.218363,164,4496.94602
-261.670679,174,4498.50076
23.389632,211,4500.367538
279.573777,219,4502.327832
-36.684779,271,4504.741192
-41.48551,238,4506.809165
65.146275,109,4507.75931
270.974018,407,4511.354364
-32.478599,164,4512.847614
-222.637053,334,4515.808702
202.181352,680,4521.81925
-181.923335,237,4523.914697
241.80625,259,4526.251684
-26.173296,242,4528.387506
-236.815811,229,4530.435321
-146.168989,116,4531.502477
193.127032,482,4535.797118
224.360948,862,4543.419706
-243.693271,252,4545.647063
-178.660154,310,4548.381611
201.05907,385,4551.785047
273.681463,339,4554.763373
184.795557,490,4559.11684
197.974726,261,4561.446162
287.905441,286,4563.998736
254.129688,296,4566.625633
-213.508034,226,4568.641123
228.633258,714,4574.90522
187.349457,431,4578.718962
272.618408,282,4581.203808
191.372989,703,4587.417151
255.500625,298,4590.055709
-58.720058,138,4591.301377
221.554018,451,4595.303023
-120.069766,141,4596.565709
203.167161,455,4600.573422
107.238756,710,4606.843824
-218.495277,227,4608.880192
281.703523,347,4611.936129
309.275168,226,4613.929873
-22.83405,327,4616.840949
228.350395,444,4620.761655
-21.034928,202,4622.556569
38.37454,242,4624.679365
276.057092,284,4627.190589
-211.432216,228,4629.223379
180.601799,587,4634.408942
286.043888,298,4637.02781
255.506911,351,4640.158276
-5.599673,203,4641.97505
233.710875,450,4645.986131
141.216701,430,4649.793379
252.921251,340,4652.837988
1.93092,254,4655.068308
174.795395,739,4661.571058
-19.564224,180,4663.16897
151.101523,496,4667.575095
-252.176925,308,4670.325273
107.207861,1000,4679.127177
-158.058971,118,4680.176849
237.133283,331,4683.130774
-21.584967,162,4684.561483
181.754321,773,4691.427418
224.299846,551,4696.33232
-1.282735,242,4698.468146
-186.918117,158,4699.881347
249.160362,296,4702.485331
-48.173435,194,4704.210065
159.282449,928,4712.474656
-18.777893,160,4713.841361
240.578685,316,4716.616734
-133.523712,205,4718.388988
-70.451769,281,4720.922972
-258.291072,304,4723.606205
-171.368932,174,4725.147933
31.591165,127,4726.275101
-18.999887,298,4728.934476
270.044245,380,4732.288574
141.175143,1000,4741.202035
181.033963,570,4746.259392
-158.32619,221,4748.205871
214.790542,439,4752.101424
-23.38359,199,4753.882185
-232.821155,414,4757.540713
107.523256,1000,4766.45084
214.571226,340,4769.48979
-215.273063,180,4771.10118
214.838442,451,4775.087409
166.078991,595,4780.340137
252.489743,245,4782.544505
234.431123,488,4786.858497
20.649574,211,4788.704261
24.88851,224,4790.704186
-144.398691,173,4792.236392
262.90314,426,4796.010413
120.74785,606,4801.362814
230.556876,292,4803.960659
-275.485573,418,4807.646331
-22.449454,191,4809.302578
241.792236,360,4812.461534
-36.909127,323,4815.325536
187.103647,599,4820.622788
-150.161438,125,4821.752592
-79.717298,290,4824.333512
273.037678,161,4825.778705
-67.030126,138,4827.022411
16.794405,224,4828.997719
262.603724,246,4831.147591
218.591916,419,4834.884648
-1.867649,196,4836.621027
-24.868975,196,4838.35128
-102.092282,217,4840.25558
-3.609221,197,4842.019959
198.324486,404,4845.563947
-210.608085,259,4847.85482
-24.175821,293,4850.433169
255.881596,345,4853.503772
245.411998,380,4856.951895
-57.819421,97,4857.823032
-50.037506,133,4858.985184
-188.123576,195,4860.722957
30.324095,79,4861.429156
241.320395,318,4864.235763
79.717446,862,4871.865547
-169.829244,224,4873.87161
-60.885673,236,4875.937409
127.796593,708,4882.202426
244.886565,385,4885.602937
271.584004,258,4887.896491
-81.887124,121,4888.973155
218.397387,389,4892.429615
-247.914789,353,4895.579701
-79.744995,210,4897.414637
216.996725,411,4901.091139
252.731145,301,4903.768
-142.679669,1000,4912.586817
0.332775,125,4913.707973
18.166987,229,4915.715788
-247.73343,349,4918.787317
-2.357386,185,4920.433065
-61.307481,374,4923.723584
2.960569,107,4924.675708
-44.864763,297,4927.284606
132.207137,1000,4936.120578
-165.130102,178,4937.672311
-241.124759,178,4939.237056
7.936361,205,4941.034287
280.959897,377,4944.371957
217.182723,517,4948.979655
183.304221,771,4955.87973
-270.546661,476,4960.114529
10.705446,209,4961.971346
240.130039,324,4964.865252
-201.224726,246,4967.033616
-7.304396,239,4969.131069
177.560891,572,4974.183469
33.479807,125,4975.292213
-125.762505,288,4977.843239
284.784658,326,4980.779175
49.103661,267,4983.178176
-74.430523,210,4985.043981
-63.922872,229,4987.106275
19.481029,207,4988.925056
193.609229,325,4991.828489
-261.747924,237,4993.923505
-104.96698,241,4996.062335
-175.340529,221,4997.998776
261.987555,331,5000.964704
-149.335488,561,5005.941148
247.149686,316,5008.783184
212.571193,433,5012.588202
261.493702,401,5016.171319
-172.219029,181,5017.826065
157.212332,676,5023.807189
221.073197,296,5026.420062
136.169177,743,5033.016366
206.561414,461,5037.075607
-12.563579,263,5039.412822
-220.815872,357,5042.57948
165.160994,531,5047.334224
253.480496,304,5050.047751
-39.362193,250,5052.267359
-298.410446,733,5058.749341
-8.303558,303,5061.407623
-43.278227,200,5063.193875
-198.015494,299,5065.809256
214.709006,570,5070.911665
-10.785691,177,5072.528403
-71.82501,217,5074.507705
276.061037,343,5077.582684
235.204745,453,5081.660787
-41.740581,483,5085.901088
253.113371,386,5089.283597
-31.881272,182,5090.89882
283.109551,253,5093.157637
-238.839244,535,5097.934936
262.277505,344,5100.983047
246.880694,320,5103.803467
55.43252,828,5111.177067
-216.7579,390,5114.606023
-289.90226,485,5118.934978
242.75763,373,5122.220252
250.781592,427,5126.017291
-47.463006,196,5127.775239
251.593669,247,5129.951771
220.821678,355,5133.101712
-44.029419,252,5135.352518
-24.48426,165,5136.827214
-69.28584,202,5138.66858
219.685553,280,5141.180594
-183.557524,167,5142.663302
200.385922,228,5144.685583
-124.753417,183,5146.313447
-227.92978,336,5149.288419
-184.631692,285,5151.806938
264.851477,266,5154.150271
10.031195,185,5155.785156
-223.843072,183,5157.416396
150.591615,426,5161.437259
-147.834095,666,5167.447683
223.679156,356,5170.682443
-200.349433,209,5172.586702
258.195702,449,5176.707817
271.02792,277,5179.235533
157.976886,670,5185.341938
28.587892,206,5187.180873
226.930275,305,5189.938265
137.519432,526,5194.673459
-30.094824,197,5196.4267
-166.223467,270,5198.815049
208.566983,306,5201.513907
245.294026,300,5204.155967
249.086116,387,5207.546093
143.476497,1000,5216.347989
-59.357073,167,5217.84186
22.093574,141,5219.079298
115.593403,877,5226.884364
199.548036,388,5230.339083
-174.417433,353,5233.491747
206.800402,419,5237.229776
144.423664,1000,5246.020396
-83.695202,189,5247.697289
204.752346,577,5252.778975
-150.581549,201,5254.544705
299.449177,280,5256.992221
-3.582846,227,5259.003547
-48.115283,149,5260.305226
180.141486,658,5266.124248
188.687297,507,5270.693897
220.040563,337,5273.737841
236.447472,234,5275.845135
-20.695818,423,5279.600181
271.846248,307,5282.330061
175.521723,377,5285.662562
273.981324,221,5287.596869
122.155155,901,5295.591239
246.602495,311,5298.358335
180.614064,752,5304.997743
-57.769653,546,5309.835549
-177.16741,183,5311.464436
297.345277,259,5313.802264
-85.854789,134,5315.00546
164.41738,608,5320.450758
261.350671,279,5322.901325
-48.391289,182,5324.538527
273.981556,239,5326.686831
-5.215862,221,5328.653122
209.744693,395,5332.166628
114.54917,926,5341.876606
-57.779907,199,5343.642359
129.434611,796,5350.670666
130.712751,1000,5359.519104
305.332454,279,5362.02815
271.309874,377,5365.397713
240.896341,211,5367.266156
-74.981078,119,5368.329813
-58.184797,157,5369.724763
286.340134,369,5372.977257
-2.865857,198,5374.728095
206.935047,372,5378.072254
254.018523,366,5381.3855
241.080477,305,5384.074907
122.246215,864,5391.73449
228.198115,363,5394.974506
-306.061959,652,5400.774224
213.738689,246,5402.965723
-242.556749,238,5405.098113
-193.391231,251,5407.309113
53.023188,124,5408.445762
226.298815,345,5411.52193
-311.883553,570,5416.588774
28.204206,160,5417.995102
-164.165182,406,5421.620613
-9.62787,157,5423.031026
-43.378159,334,5425.973913
254.594497,349,5429.117061
195.535188,574,5434.252473
288.117323,239,5436.433302
271.343912,271,5438.836637
195.066097,459,5442.912418
-54.525025,129,5444.055555
255.043525,240,5446.184877
190.896763,482,5450.503524
279.835187,365,5453.728127
-8.756601,334,5456.689252
34.550873,185,5458.327474
-111.554138,343,5461.37291
273.3018,264,5463.692273
-31.540981,174,5465.245976
-194.635904,456,5469.315746
299.242198,335,5472.299884
264.439446,304,5475.008777
-82.343144,288,5477.565773
199.168671,696,5483.7108
234.983751,451,5487.711039
225.710425,318,5490.5127
307.544351,256,5492.794489
-190.721604,172,5494.327181
218.784419,221,5496.289452
-240.489865,253,5498.509331
201.528106,456,5502.557949
287.042422,436,5506.436609
228.707168,394,5509.925815
254.593459,299,5512.588163
164.455387,462,5516.663708
-2.671861,212,5518.543532
-187.728378,125,5519.6262
233.149824,407,5523.214854
-57.060392,374,5526.536318
-162.55956,121,5527.620474
267.655235,326,5530.515889
219.363053,275,5532.942195
250.710042,576,5538.100173
263.599264,408,5541.753852
206.263082,350,5544.835256
252.04344,312,5547.61137
-86.687052,142,5548.886053
-184.947173,208,5550.745493
-77.297052,262,5553.045834
176.325349,334,5556.018332
225.72664,457,5560.068938
-179.398502,372,5563.348942
229.10006,426,5567.125481
144.403568,561,5572.095765
-76.203052,335,5575.06632
289.766978,239,5577.199613
178.863201,557,5582.125292
253.7063,247,5584.312263
209.107766,372,5587.61726
233.12413,304,5590.346789
213.101644,501,5594.789048
233.573141,458,5598.844424
-289.374293,430,5602.695132
53.518689,910,5610.806926
204.678515,621,5616.380202
-53.116172,276,5618.825053
-19.111988,428,5622.608274
-137.261791,221,5624.586076
-35.745225,177,5626.126842
-62.949369,95,5626.974497
-135.560364,164,5628.438249
7.075409,141,5629.697444
255.204361,307,5632.407901
27.011403,216,5634.313671
2.740301,273,5636.741549
13.801531,142,5637.994752
-271.354044,286,5640.566275
-67.393805,128,5641.714452
-217.613125,202,5643.530218
-214.955304,315,5646.328643
-142.253326,464,5650.436342
243.951276,320,5653.289814
231.705038,286,5655.862837
203.582258,511,5660.432954
272.409311,306,5663.119016
264.705766,234,5665.202819
239.189905,375,5668.526469
235.437261,424,5672.30296
-60.667122,172,5673.800658
227.935936,504,5678.301782
-39.248095,115,5679.345447
6.08987,259,5681.723283
247.800052,379,5685.100247
240.473833,327,5688.029167
14.241606,192,5689.753549
190.137197,401,5693.308713
213.25839,279,5695.789202
-30.468667,222,5697.734205
-223.955261,236,5699.826373
140.93731,900,5707.805178
292.653066,191,5709.49892
203.59238,459,5713.557534
212.975227,395,5717.098842
223.35261,301,5719.75972
-212.0781,326,5722.653476
269.227906,244,5724.814304
249.659579,318,5727.63892
118.905211,1000,5736.582529
200.190566,552,5741.485817
-227.341533,188,5743.133604
-0.81047,177,5744.684332
134.624439,682,5750.712667
276.125739,303,5753.384712
216.99995,599,5758.743135
-4.618191,190,5760.455385
207.04582,449,5764.45396
99.786089,988,5773.256271
238.264353,500,5777.647043
